# FLIGHT LOG
# Takeoff, landing, and distance flown of each UAS.
# 
# Simulation Time [s], UAS, Takeoff/Landing, Distance [m]
# simt
60.05000000,SURVEILLANCE_TURKISH,takeoff,0
72.05000000,BACKGROUND1,takeoff,0
144.05000000,BACKGROUND2,takeoff,0
180.05000000,SURVEILLANCE_LUFTHANSA,takeoff,0
181.05000000,SURVEILLANCEOP2,takeoff,0
181.05000000,SURVEILLANCEOP3,takeoff,0
181.05000000,SURVEILLANCEOP1,takeoff,0
216.05000000,BACKGROUND3,takeoff,0
240.05000000,SURVEILLANCE_EUROWINGS,takeoff,0
241.05000000,SURVEILLANCEOP4,takeoff,0
288.05000000,BACKGROUND4,takeoff,0
303.15000000,BACKGROUND2,landing,3017.41867902
303.15000000,BACKGROUND2,takeoff,0
304.35000000,BACKGROUND4,landing,297.57525784
304.35000000,BACKGROUND4,takeoff,0
307.55000000,BACKGROUND3,landing,1117.11181860
307.55000000,BACKGROUND3,takeoff,0
350.90000000,BACKGROUND1,landing,1280.76904531
350.90000000,BACKGROUND1,takeoff,0
360.05000000,BACKGROUND5,takeoff,0
403.75000000,BACKGROUND2,landing,1408.95614103
432.05000000,BACKGROUND6,takeoff,0
492.05000000,SURVEILLANCEOP5,takeoff,0
504.05000000,BACKGROUND7,takeoff,0
510.05000000,SURVEILLANCE_EUROWINGS,landing,10278.45993398
527.05000000,SURVEILLANCE_HELICOPTER,takeoff,0
576.05000000,BACKGROUND8,takeoff,0
600.60000000,BACKGROUND5,landing,1999.45956456
600.60000000,BACKGROUND5,takeoff,0
601.85000000,BACKGROUND1,landing,1389.45029946
601.85000000,BACKGROUND1,takeoff,0
602.45000000,BACKGROUND8,landing,38.25010786
602.45000000,BACKGROUND8,takeoff,0
602.65000000,BACKGROUND6,landing,1014.64059853
602.65000000,BACKGROUND6,takeoff,0
606.30000000,BACKGROUND3,landing,2791.76616712
606.30000000,BACKGROUND3,takeoff,0
606.60000000,BACKGROUND7,landing,694.09239676
606.60000000,BACKGROUND7,takeoff,0
610.95000000,BACKGROUND4,landing,2511.87179413
610.95000000,BACKGROUND4,takeoff,0
648.05000000,BACKGROUND9,takeoff,0
693.90000000,SURVEILLANCE_HELICOPTER,landing,8843.07020540
792.05000000,BACKGROUND11,takeoff,0
837.35000000,SURVEILLANCEOP2,landing,6208.56061897
864.05000000,BACKGROUND12,takeoff,0
902.10000000,BACKGROUND4,landing,3080.09558932
902.10000000,BACKGROUND4,takeoff,0
903.60000000,BACKGROUND12,landing,442.57530495
903.60000000,BACKGROUND12,takeoff,0
903.75000000,BACKGROUND3,landing,1864.73473372
903.95000000,BACKGROUND11,landing,658.69151765
903.95000000,BACKGROUND11,takeoff,0
905.85000000,BACKGROUND9,landing,2681.60732094
905.85000000,BACKGROUND9,takeoff,0
908.35000000,BACKGROUND7,landing,2741.50075773
908.35000000,BACKGROUND7,takeoff,0
913.90000000,BACKGROUND1,landing,3133.20469834
914.95000000,BACKGROUND6,landing,1525.10192931
914.95000000,BACKGROUND6,takeoff,0
926.45000000,SURVEILLANCEOP1,landing,7128.89862725
926.90000000,SURVEILLANCEOP4,landing,6500.31638808
930.15000000,BACKGROUND8,landing,1673.84695157
930.15000000,BACKGROUND8,takeoff,0
933.40000000,BACKGROUND5,landing,1726.39176060
933.40000000,BACKGROUND5,takeoff,0
936.05000000,BACKGROUND13,takeoff,0
986.25000000,BACKGROUND9,landing,407.59597788
1008.05000000,BACKGROUND14,takeoff,0
1014.85000000,BACKGROUND4,landing,1551.61887279
1024.75000000,SURVEILLANCEOP3,landing,8148.85479055
1080.05000000,BACKGROUND15,takeoff,0
1097.95000000,BACKGROUND12,landing,1594.42553524
1120.95000000,BACKGROUND8,landing,1139.47396422
1151.05000000,BACKGROUND16,takeoff,0
1175.20000000,BACKGROUND6,landing,1558.49275536
1200.15000000,BACKGROUND16,landing,289.02109920
1200.15000000,BACKGROUND16,takeoff,0
1200.60000000,BACKGROUND7,landing,1900.56628608
1200.60000000,BACKGROUND7,takeoff,0
1202.65000000,SURVEILLANCEOP5,landing,7009.00435564
1209.25000000,BACKGROUND11,landing,2848.54466758
1209.25000000,BACKGROUND11,takeoff,0
1209.80000000,BACKGROUND15,landing,774.06526808
1209.80000000,BACKGROUND15,takeoff,0
