# Machine Learning Log for Input
# simt, id, type, lat, lon, alt, distflown, hdg, trk, tas, gs, gsnorth, gseast, cas, M, selspd, aptas, selalt
# simt
61.00000000,SURVEILLANCE_TURKISH,B738,52.46693033242456,9.699419505890429,0.0,1.0822999999999998,272.9081876751342,272.9081876751342,2.151999999999999,2.151999999999999,0.10918313696835985,-2.149228476128526,2.152000000000412,0.0063239436361567855,51.4444,0.0,0.0
62.00000000,SURVEILLANCE_TURKISH,B738,52.46693179341313,9.69937229925099,0.0,4.284300000000001,272.9081514090622,272.9081514090622,4.152,4.152,0.2106518291783144,-4.14665284378423,4.151999999994646,0.012201214673477226,51.4444,0.0,0.0
63.00000000,SURVEILLANCE_TURKISH,B738,52.466934166909624,9.699295606883796,0.0,9.486299999999996,272.9080917603756,272.9080917603756,6.151999999999993,6.151999999999993,0.3121154853791905,-6.144077467267681,6.152000000001436,0.01807848571079764,51.4444,0.0,0.0
64.00000000,SURVEILLANCE_TURKISH,B738,52.46693745285721,9.699189428779308,0.0,16.688299999999984,272.90800872886393,272.90800872886393,8.151999999999987,8.151999999999987,0.4135716600721153,-8.141502470796468,8.152000000003657,0.02395575674811806,51.4444,0.0,0.0
65.00000000,SURVEILLANCE_TURKISH,B738,52.46694165117705,9.699053764924315,0.0,25.890299999999968,272.9079023143323,272.9079023143323,10.15199999999998,10.15199999999998,0.5150179077308443,-10.138927978574271,10.15200000001667,0.029833027785438473,51.4444,0.0,0.0
66.00000000,SURVEILLANCE_TURKISH,B738,52.46694676176833,9.698888615301952,0.0,37.092299999999945,272.9077725165866,272.9077725165866,12.151999999999973,12.151999999999973,0.616451782801088,-12.136354114785904,12.15200000002986,0.03571029882275889,51.4444,0.0,0.0
67.00000000,SURVEILLANCE_TURKISH,B738,52.466952784508216,9.698693979891676,0.0,50.294299999999915,272.9076193354086,272.9076193354086,14.151999999999965,14.151999999999965,0.7178708396942782,-14.133781003592624,14.15200000004769,0.041587569860079304,51.4444,0.0,0.0
68.00000000,SURVEILLANCE_TURKISH,B738,52.466959719251925,9.698469858669279,0.0,65.49629999999988,272.90744277057706,272.90744277057706,16.151999999999962,16.151999999999962,0.8192726327890302,-16.13120876912706,16.15200000006446,0.04746484089739973,51.4444,0.0,0.0
69.00000000,SURVEILLANCE_TURKISH,B738,52.46696756583265,9.6982162516069,0.0,82.69829999999988,272.90724282187824,272.90724282187824,18.15199999999999,18.15199999999999,0.920654716433644,-18.128637535488107,18.152000000094688,0.05334211193472025,51.4444,0.0,0.0
70.00000000,SURVEILLANCE_TURKISH,B738,52.46697632406158,9.697933158673,0.0,101.90029999999986,272.90701948908134,272.90701948908134,20.15200000000002,20.15200000000002,1.022014644938651,-20.1260674267362,20.15200000013117,0.05921938297204077,51.4444,0.0,0.0
71.00000000,SURVEILLANCE_TURKISH,B738,52.4669859937279,9.69762057983239,0.0,123.10229999999991,272.9067727719723,272.9067727719723,22.152000000000047,22.152000000000047,1.1233499725865475,-22.123498566887925,22.15200000017512,0.0650966540093613,77.1666,0.0,0.0
72.00000000,SURVEILLANCE_TURKISH,B738,52.466996574598866,9.697278515046214,0.0,146.3043,272.906502670301,272.906502670301,24.152000000000076,24.152000000000076,1.2246582536121824,-24.120931079911973,24.152000000224678,0.0709739250466818,77.1666,0.0,0.0
73.00000000,SURVEILLANCE_TURKISH,B738,52.46700806641968,9.69690696427196,0.0,171.5063000000001,272.9062091838168,272.9062091838168,26.152000000000104,26.152000000000104,1.3259370422126124,-26.118365089723632,26.152000000285938,0.07685119608400233,77.1666,0.0,3048.0
73.00000000,BACKGROUND1,M600,52.42078110070688,9.726718926257217,25.001220000000004,0.9537500000000002,273.346593572381,273.346593572381,1.9750000000000005,1.9750000000000005,0.115292344496448,-1.9716319827240871,1.9726300539094865,0.005805442427656498,8.745548,0.0,25.001220000000004
74.00000000,SURVEILLANCE_TURKISH,B738,52.46702046891354,9.69650592746346,0.0,198.70830000000024,272.9058923122975,272.9058923122975,28.152000000000132,28.152000000000132,1.4271838925607234,-28.115800720179088,28.152000000356402,0.08272846712132284,77.1666,0.0,3048.0
74.00000000,BACKGROUND1,M600,52.420783102205846,9.726662801419394,25.001220000000004,4.7662499999999985,273.3465510910375,273.3465510910375,5.474999999999997,5.474999999999997,0.31960383924757224,-5.465663581481958,5.468430605476521,0.0160935682488199,8.745548,0.0,25.001220000000004
75.00000000,SURVEILLANCE_TURKISH,B738,52.4670337817817,9.696075404570884,0.0,227.91030000000035,272.9055520554638,272.9055520554638,30.15200000000016,30.15200000000016,1.5283963587651899,-30.11323809507246,30.152000000436367,0.08860573815864337,77.1666,0.0,3048.0
75.00000000,BACKGROUND1,M600,52.42078693417258,9.72655534563274,25.001220000000004,12.065605298961879,273.3464676769496,273.3464676769496,8.756052989618828,8.756052989618828,0.5111230097838311,-8.741122194883353,8.745547999997843,0.025738107101135017,8.745548,0.0,25.001220000000004
76.00000000,SURVEILLANCE_TURKISH,B738,52.46704800470336,9.695615395540752,0.0,259.1123000000005,272.9051884130799,272.9051884130799,32.152000000000186,32.152000000000186,1.6295719949165481,-32.11067733812845,32.152000000530066,0.09448300919596388,77.1666,0.0,3048.0
76.00000000,BACKGROUND1,M600,52.42079153073847,9.726426445380106,25.001220000000004,20.82165828858069,273.3463652498137,273.3463652498137,8.756052989618828,8.756052989618828,0.5111073833595892,-8.74112310859927,8.745547999997843,0.025738107101135017,8.745548,0.0,25.001220000000004
77.00000000,SURVEILLANCE_TURKISH,B738,52.46706313733576,9.69512590031594,0.0,292.31430000000074,272.9048013848616,272.9048013848616,34.152000000000214,34.152000000000214,1.7307083550398086,-34.10811857299974,34.152000000633194,0.10036028023328439,77.1666,0.0,3048.0
77.00000000,BACKGROUND1,M600,52.4207961271638,9.72629754510056,25.001220000000004,29.577711278199484,273.3462627896226,273.3462627896226,8.756052989618828,8.756052989618828,0.5110917518907703,-8.741124022582111,8.745547999997843,0.025738107101135017,8.745548,0.0,25.001220000000004
78.00000000,SURVEILLANCE_TURKISH,B738,52.46707917931413,9.694606918835662,0.0,327.5163000000009,272.9043909705364,272.9043909705364,36.15200000000024,36.15200000000024,1.831802993123598,-36.10556192326054,36.152000000753084,0.10623755127060491,77.1666,0.0,3048.0
78.00000000,BACKGROUND1,M600,52.42080072344852,9.726168644794095,25.001220000000004,38.33376426781833,273.3461602876952,273.3461602876952,8.756052989618828,8.756052989618828,0.5110761140529749,-8.741124936909284,8.745547999997843,0.025738107101135017,8.745548,0.0,25.001220000000004
