,origin_lat,origin_lon,origin_alt,destination_lat,destination_lon,destination_alt,departure,departure_s,drone,purpose,operation_id,operation_duration,planned_time_s
0,52.37751589288681,9.849644716418162,53.22140188769994,52.4214441414835,9.851359548149922,85.85220108808194,00:00:00.80,0.8057083750528053,Amzn,background,,,0.8057083750528053
1,52.42329817123736,9.856841411287188,88.21257421711753,52.42548563907041,9.817964510643652,24.549443199988872,00:00:01.61,1.6114167501056107,Amzn,background,,,1.6114167501056107
2,52.410939664290574,9.812143371023726,52.86013959282231,52.38866564265047,9.795849377817488,24.924777334784586,00:00:02.41,2.417125125158416,W178,background,,,2.417125125158416
3,52.39263681169935,9.819320972775301,32.37564565103434,52.42188287933312,9.787834507163666,65.00172822250723,00:00:03.22,3.2228335002112214,Amzn,background,,,3.2228335002112214
4,52.380912053785195,9.77464630007099,33.54788356098602,52.42089499851495,9.803447038938561,75.17925534800854,00:00:04.02,4.028541875264027,M600,background,,,4.028541875264027
5,52.42414995191117,9.818302769180296,65.6282470252973,52.38970070379235,9.791361184474768,0.2528551303956341,00:00:04.83,4.834250250316832,M600,background,,,4.834250250316832
6,52.37678195340624,9.784511958310079,11.50147849538384,52.39023294296991,9.852672906629175,31.175468849369192,00:00:05.63,5.639958625369637,W178,background,,,5.639958625369637
7,52.42669571483232,9.830186175252615,70.25370558654457,52.37604590171028,9.82540284332819,61.10985134882481,00:00:06.44,6.445667000422443,M600,background,,,6.445667000422443
8,52.40377061998751,9.797410777906114,9.566415822736722,52.37507968899913,9.844490423176246,59.754639792215926,00:00:07.25,7.251375375475249,M600,background,,,7.251375375475249
9,52.4181404834959,9.822956647743515,90.54734695857533,52.38919574092816,9.845179502986113,29.24991202417475,00:00:08.05,8.057083750528054,M600,background,,,8.057083750528054
10,52.3734472390963,9.790511723424768,11.469113733161002,52.408039914742865,9.798844645761996,79.90150984506296,00:00:08.86,8.862792125580858,M600,background,,,8.862792125580858
11,52.40855474456029,9.816703892717804,57.702374603744246,52.38259269986574,9.782388001575807,66.0537316389563,00:00:09.66,9.668500500633664,M600,background,,,9.668500500633664
12,52.425983032448364,9.802751850461139,62.103057389782236,52.42731620062541,9.854154666138461,55.05158576086971,00:00:10.47,10.47420887568647,M600,background,,,10.47420887568647
13,52.42397062603473,9.837541476851491,70.40745036664028,52.39814360297401,9.799589193655617,63.09992958631209,00:00:11.27,11.279917250739274,Amzn,background,,,11.279917250739274
14,52.40409421628804,9.846666472079027,38.36159075175392,52.38139211607892,9.842906192780074,64.7731482417101,00:00:12.08,12.08562562579208,M600,background,,,12.08562562579208
15,52.4248330493926,9.824481911603941,82.98352448595418,52.40292382273305,9.820876478147511,41.0920680192653,00:00:12.89,12.891334000844886,Amzn,background,,,12.891334000844886
16,52.37843166621929,9.83027963327258,49.51194349050524,52.384161754524,9.842940229035126,6.094924171966447,00:00:13.69,13.697042375897691,Amzn,background,,,13.697042375897691
17,52.39201310013991,9.836113645882829,58.26615691727279,52.42018475829811,9.778039485792835,35.880024268285325,00:00:14.50,14.502750750950497,M600,background,,,14.502750750950497
18,52.40051391087216,9.829353642763408,63.30842734313821,52.42518063500287,9.833318661058724,66.54339252446447,00:00:15.30,15.308459126003301,Amzn,background,,,15.308459126003301
19,52.37872726178351,9.818207053255533,74.47190362772734,52.409642169927864,9.858905382924508,36.477610857256636,00:00:16.11,16.11416750105611,M600,background,,,16.11416750105611
20,52.37888385874601,9.808517388450355,70.74824195991144,52.415562347336895,9.786910063696599,58.72523498016248,00:00:16.91,16.91987587610891,Amzn,background,,,16.91987587610891
