# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
215.00000000,BACKGROUND1,BACKGROUND21,0.34374961
287.00000000,BACKGROUND19,BACKGROUND24,25.60143844
344.00000000,BACKGROUND13,BACKGROUND29,19.27465527
493.00000000,BACKGROUND32,BACKGROUND34,0.11625855
753.00000000,BACKGROUND44,BACKGROUND69,30.34017512
758.00000000,BACKGROUND29,BACKGROUND72,19.09425899
769.00000000,BACKGROUND29,BACKGROUND63,5.05355731
913.00000000,BACKGROUND93,BACKGROUND98,9.61309454
969.00000000,BACKGROUND56,BACKGROUND81,21.64183242
992.00000000,BACKGROUND90,BACKGROUND94,18.55331548
993.00000000,BACKGROUND90,BACKGROUND94,18.76348567
1142.00000000,BACKGROUND57,BACKGROUND91,0.00238671
1188.00000000,BACKGROUND57,BACKGROUND91,35.28205308
1201.00000000,BACKGROUND119,BACKGROUND95,13.28663180
1352.00000000,BACKGROUND117,BACKGROUND97,10.84640305
1353.00000000,BACKGROUND117,BACKGROUND97,11.36834481
1357.00000000,BACKGROUND117,BACKGROUND97,4.41495711
1363.00000000,BACKGROUND104,BACKGROUND116,37.38372734
1460.00000000,BACKGROUND125,BACKGROUND142,24.79573073
1482.00000000,BACKGROUND144,BACKGROUND148,27.73808216
1535.00000000,BACKGROUND127,BACKGROUND128,0.00188464
1577.00000000,BACKGROUND138,BACKGROUND155,0.48769952
1585.00000000,BACKGROUND128,BACKGROUND168,20.20281430
1706.00000000,BACKGROUND148,BACKGROUND177,36.83301793
1721.00000000,BACKGROUND174,BACKGROUND178,21.15587241
