# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
464.00000000,BACKGROUND15,BACKGROUND24,0.00133239
507.00000000,BACKGROUND22,BACKGROUND29,20.51026107
559.00000000,BACKGROUND25,BACKGROUND31,0.02015689
662.00000000,BACKGROUND19,BACKGROUND44,0.10447696
675.00000000,BACKGROUND47,BACKGROUND49,3.17217088
716.00000000,BACKGROUND33,BACKGROUND41,1.09153832
726.00000000,SURVEILLANCEOP0,SURVEILLANCEOP1,0.13269695
775.00000000,BACKGROUND44,BACKGROUND47,0.16477348
851.00000000,BACKGROUND33,BACKGROUND60,0.00017518
895.00000000,BACKGROUND44,BACKGROUND62,0.01927120
907.00000000,BACKGROUND53,BACKGROUND57,0.00497639
954.00000000,BACKGROUND59,BACKGROUND67,11.31004805
958.00000000,BACKGROUND64,BACKGROUND67,6.89102462
985.00000000,BACKGROUND59,BACKGROUND62,9.48683851
999.00000000,BACKGROUND50,BACKGROUND57,0.04208604
1049.00000000,BACKGROUND64,SURVEILLANCEOP1,7.71527968
1051.00000000,SURVEILLANCEOP0,SURVEILLANCEOP2,9.20031091
1065.00000000,BACKGROUND58,BACKGROUND62,0.28443580
1069.00000000,BACKGROUND35,BACKGROUND62,32.50779629
1097.00000000,SURVEILLANCEOP0,SURVEILLANCEOP6,3.08601385
1101.00000000,BACKGROUND41,BACKGROUND53,34.20653713
1319.00000000,BACKGROUND85,BACKGROUND93,0.00000573
1323.00000000,BACKGROUND74,BACKGROUND96,0.98386664
1349.00000000,BACKGROUND85,BACKGROUND93,29.03556637
1540.00000000,BACKGROUND105,BACKGROUND88,32.90939634
1575.00000000,BACKGROUND105,BACKGROUND88,14.30182221
1602.00000000,BACKGROUND105,BACKGROUND88,10.01031330
1609.00000000,BACKGROUND105,BACKGROUND88,10.32214360
1615.00000000,BACKGROUND105,BACKGROUND88,0.00005768
1701.00000000,BACKGROUND111,BACKGROUND128,0.00036779
