# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
185.00000000,BACKGROUND18,BACKGROUND2,2.76375220
188.00000000,BACKGROUND22,BACKGROUND3,18.93848349
215.00000000,BACKGROUND12,BACKGROUND9,14.73932372
347.00000000,BACKGROUND22,BACKGROUND32,0.33831770
497.00000000,BACKGROUND28,BACKGROUND53,5.94993955
499.00000000,BACKGROUND38,BACKGROUND52,23.61619218
647.00000000,BACKGROUND44,BACKGROUND63,12.64004051
715.00000000,BACKGROUND70,BACKGROUND75,16.66683666
753.00000000,BACKGROUND28,BACKGROUND71,23.83052061
773.00000000,BACKGROUND61,BACKGROUND69,33.32756870
834.00000000,BACKGROUND63,BACKGROUND76,0.40833652
889.00000000,BACKGROUND80,BACKGROUND94,1.75378877
948.00000000,BACKGROUND102,BACKGROUND81,27.55285992
1068.00000000,BACKGROUND101,BACKGROUND88,7.22673115
1096.00000000,BACKGROUND111,BACKGROUND88,24.69749334
1111.00000000,BACKGROUND77,BACKGROUND79,0.07530648
1112.00000000,BACKGROUND77,BACKGROUND79,0.07543162
1115.00000000,BACKGROUND103,BACKGROUND110,0.12352589
1182.00000000,BACKGROUND105,BACKGROUND118,7.47583588
1233.00000000,BACKGROUND115,BACKGROUND131,0.21226716
1345.00000000,BACKGROUND121,BACKGROUND131,13.66161702
1534.00000000,BACKGROUND148,BACKGROUND156,24.34118724
1545.00000000,BACKGROUND133,BACKGROUND157,34.76310251
1609.00000000,BACKGROUND165,BACKGROUND175,8.13130686
1618.00000000,BACKGROUND151,BACKGROUND159,1.31057623
1671.00000000,BACKGROUND141,BACKGROUND176,4.23518799
