# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
217.00000000,BACKGROUND14,BACKGROUND8,0.57970940
388.00000000,BACKGROUND22,BACKGROUND3,0.01089678
392.00000000,BACKGROUND13,BACKGROUND5,21.41193590
484.00000000,BACKGROUND22,BACKGROUND9,2.55039301
517.00000000,BACKGROUND2,BACKGROUND9,0.23371470
531.00000000,BACKGROUND30,BACKGROUND41,19.12408624
664.00000000,BACKGROUND13,BACKGROUND52,5.17135536
678.00000000,BACKGROUND43,BACKGROUND45,0.74515512
726.00000000,SURVEILLANCEOP0,SURVEILLANCEOP1,0.13269695
857.00000000,BACKGROUND56,BACKGROUND64,5.29661193
906.00000000,BACKGROUND60,BACKGROUND64,10.62572287
924.00000000,BACKGROUND61,BACKGROUND71,0.25942781
982.00000000,BACKGROUND65,BACKGROUND73,8.32226755
990.00000000,BACKGROUND55,BACKGROUND57,22.54969161
992.00000000,BACKGROUND55,BACKGROUND57,26.40100592
1036.00000000,BACKGROUND59,BACKGROUND75,0.00000874
1051.00000000,SURVEILLANCEOP0,SURVEILLANCEOP2,9.20031091
1097.00000000,SURVEILLANCEOP0,SURVEILLANCEOP6,3.08601385
1158.00000000,BACKGROUND57,BACKGROUND77,0.00006737
1196.00000000,BACKGROUND83,BACKGROUND89,0.00102567
1391.00000000,BACKGROUND100,BACKGROUND103,0.00622495
1466.00000000,BACKGROUND109,BACKGROUND94,0.76388917
1501.00000000,BACKGROUND105,BACKGROUND107,0.07994828
1520.00000000,BACKGROUND116,BACKGROUND99,6.85964540
1680.00000000,BACKGROUND105,BACKGROUND138,5.18632923
