# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
184.00000000,BACKGROUND10,SURVEILLANCE_LUFTHANSA,104.64620527
185.00000000,BACKGROUND10,SURVEILLANCE_LUFTHANSA,104.42322512
238.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,449.47699894
275.00000000,BACKGROUND17,BACKGROUND8,36.96564286
340.00000000,BACKGROUND23,BACKGROUND32,36.26762940
479.00000000,BACKGROUND36,SURVEILLANCE_EUROWINGS,372.34391924
493.00000000,BACKGROUND36,SURVEILLANCE_EUROWINGS,353.96394858
495.00000000,BACKGROUND31,SURVEILLANCE_EUROWINGS,341.68247109
587.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,52.83971899
632.00000000,BACKGROUND69,BACKGROUND71,16.85414338
682.00000000,BACKGROUND52,BACKGROUND62,4.47472495
964.00000000,BACKGROUND115,BACKGROUND82,0.94890495
1221.00000000,BACKGROUND123,BACKGROUND142,32.94234181
1222.00000000,BACKGROUND123,BACKGROUND142,33.72513783
1224.00000000,BACKGROUND123,BACKGROUND142,32.22733063
1274.00000000,BACKGROUND136,BACKGROUND43,25.74186299
1281.00000000,BACKGROUND135,BACKGROUND154,3.47926396
1405.00000000,BACKGROUND145,BACKGROUND169,28.16707585
1445.00000000,BACKGROUND172,BACKGROUND64,12.66567378
1447.00000000,BACKGROUND157,BACKGROUND160,26.37069964
1513.00000000,BACKGROUND172,BACKGROUND173,13.44772905
1548.00000000,BACKGROUND180,BACKGROUND181,0.01936505
1573.00000000,BACKGROUND180,BACKGROUND181,0.06858385
1609.00000000,BACKGROUND178,BACKGROUND188,14.49831722
1652.00000000,BACKGROUND122,BACKGROUND134,0.06520528
1796.00000000,BACKGROUND175,BACKGROUND206,5.35770481
