,origin_lat,origin_lon,origin_alt,destination_lat,destination_lon,destination_alt,departure,departure_s,drone,purpose
0,52.434393292273874,9.693172305478388,,52.42122889802151,9.674460113944743,,00:00:02.64,2.64062037492337,Amzn,background
1,52.31336206373837,9.64835754281096,,52.38633090716719,9.792661995291235,,00:00:05.28,5.28124074984674,Amzn,background
2,52.33391228769494,9.841832888527144,,52.37903484616968,9.71235129619018,,00:00:07.92,7.92186112477011,M600,background
3,52.35211452973692,9.8236516561958,,52.31976011514022,9.659850886607673,,00:00:10.56,10.56248149969348,M600,background
4,52.41522533750847,9.752329241665404,,52.34484420127406,9.831086747721862,,00:00:13.20,13.203101874616848,M600,background
5,52.3703211816685,9.789912398216426,,52.3678512246447,9.73596839609378,,00:00:15.84,15.84372224954022,M600,background
6,52.308642024205966,9.679209336102971,,52.43611731957529,9.746323701318031,,00:00:18.48,18.48434262446359,Amzn,background
7,52.36408017023061,9.740771526336683,,52.37533325892538,9.7933154765381,,00:00:21.12,21.12496299938696,W178,background
8,52.36272037247861,9.778318640142452,,52.32011567241222,9.792901796231506,,00:00:23.76,23.765583374310328,M600,background
9,52.408413535273596,9.68587447854283,,52.388998729134094,9.801141410174015,,00:00:26.40,26.406203749233697,Amzn,background
10,52.33838800433697,9.710462742138201,,52.41853048799066,9.683525980648897,,00:00:29.04,29.04682412415707,M600,background
11,52.399655001451,9.665056722932997,,52.360865036814445,9.828405334519285,,00:00:31.68,31.68744449908044,M600,background
12,52.38214725551293,9.836292845873388,,52.30131656993477,9.775593993923982,,00:00:34.32,34.32806487400381,Amzn,background
13,52.375036555908764,9.809696384951158,,52.35684969662313,9.754113048424578,,00:00:36.96,36.96868524892718,M600,background
14,52.33219816413723,9.658260081007187,,52.388034475452685,9.662973526303366,,00:00:39.60,39.609305623850545,W178,background
15,52.37468777470778,9.804317084329904,,52.36404291049232,9.759548300729964,,00:00:42.24,42.24992599877392,W178,background
16,52.3190531933371,9.840338591289909,,52.36917426208136,9.730160978677755,,00:00:44.89,44.89054637369729,Amzn,background
17,52.344066508438914,9.70579452486674,,52.31242966315035,9.843787437598019,,00:00:47.53,47.531166748620656,M600,background
18,52.420253494967106,9.724604545917863,,52.34500920824022,9.68966471813709,,00:00:50.17,50.17178712354403,W178,background
19,52.40145185402089,9.790830222267116,,52.34786231937535,9.654188326912116,,00:00:52.81,52.812407498467394,M600,background
20,52.35466605418933,9.789245005655385,,52.40115535943782,9.697056862228909,,00:00:55.45,55.453027873390766,Amzn,background
21,52.3788565141053,9.815007937095212,,52.30517436310712,9.790977567199008,,00:00:58.09,58.09364824831414,Amzn,background
22,52.38136358378733,9.643399532476028,,52.30875854113316,9.723965257087656,,00:01:00.73,60.734268623237504,M600,background
23,52.35004607515826,9.813661000639055,,52.431876698317694,9.734790003924005,,00:01:03.37,63.37488899816088,Amzn,background
24,52.302478416269196,9.749088217367932,,52.324216247075434,9.800136888711622,,00:01:06.01,66.01550937308424,M600,background
25,52.37139689136917,9.701659138603326,,52.3760908338248,9.676198365038214,,00:01:08.65,68.65612974800761,W178,background
26,52.38842836104677,9.785288576359767,,52.351347244602415,9.787117842074535,,00:01:11.29,71.29675012293099,Amzn,background
27,52.41246256793457,9.828289929855545,,52.37487902853866,9.837688531517658,,00:01:13.93,73.93737049785436,M600,background
28,52.31432847762665,9.740351530035703,,52.376688352804166,9.664006402626407,,00:01:16.57,76.57799087277773,W178,background
29,52.40171075121153,9.801230813681395,,52.388299871612084,9.684253853311034,,00:01:19.21,79.21861124770109,W178,background
30,52.35288422571271,9.798901768777394,,52.36437548711955,9.64465260700908,,00:01:21.85,81.85923162262446,W178,background
31,52.3294569499347,9.645960838971995,,52.34841009058162,9.702110051122071,,00:01:24.49,84.49985199754784,W178,background
32,52.34741915194604,9.772067849122099,,52.310448974902435,9.669268463923888,,00:01:27.14,87.14047237247121,M600,background
33,52.33531520436963,9.739268016899796,,52.35914523731867,9.66158988832383,,00:01:29.78,89.78109274739458,M600,background
34,52.30025770060847,9.723278565170466,,52.32529591546972,9.825189986547365,,00:01:32.42,92.42171312231794,M600,background
35,52.36136410070197,9.726636059857508,,52.39869401538413,9.739786506002186,,00:01:35.06,95.06233349724131,W178,background
36,52.34568874109649,9.777725685205828,,52.37314131552039,9.83339264762492,,00:01:37.70,97.70295387216468,M600,background
37,52.328487236778976,9.77732671828287,,52.36191427508126,9.836196644634981,,00:01:40.34,100.34357424708806,W178,background
38,52.389079529697895,9.71536545460648,,52.371340984052175,9.821606249884828,,00:01:42.98,102.98419462201143,M600,background
39,52.42864193887024,9.811491340351788,,52.35543235298308,9.752811142917674,,00:01:45.62,105.62481499693479,M600,background
40,52.333510973423415,9.702565714050149,,52.342728811979605,9.777465705169528,,00:01:48.26,108.26543537185816,Amzn,background
41,52.42253847736093,9.683426852483086,,52.31439309553816,9.67837098406252,,00:01:50.90,110.90605574678153,Amzn,background
42,52.35923703456486,9.679556496834829,,52.40289195722358,9.765846997101175,,00:01:53.54,113.5466761217049,M600,background
43,52.29885453330119,9.774431914389575,,52.324118755309364,9.709857352626514,,00:01:56.18,116.18729649662828,M600,background
44,52.42669146864765,9.674562118629835,,52.42702453867194,9.707381620423913,,00:01:58.82,118.82791687155165,M600,background
45,52.42686442535445,9.767785981178989,,52.31222643249511,9.650411436452442,,00:02:01.46,121.46853724647501,W178,background
46,52.37543402004824,9.683673106281379,,52.316886722420314,9.72464605463104,,00:02:04.10,124.10915762139838,M600,background
47,52.360082289656866,9.671127127403636,,52.36265229843218,9.773785299456156,,00:02:06.74,126.74977799632175,M600,background
48,52.29910476151649,9.777544748403566,,52.34226997839817,9.672145216768342,,00:02:09.39,129.3903983712451,W178,background
49,52.342349542671876,9.702530776681842,,52.33409340949523,9.75393744677363,,00:02:12.03,132.03101874616848,M600,background
50,52.39853172801439,9.714647466225637,,52.38431390395449,9.803473062769998,,00:02:14.67,134.67163912109186,M600,background
51,52.35373794139102,9.789504934282744,,52.32647157852531,9.737841005657256,,00:02:17.31,137.31225949601523,Amzn,background
52,52.30999329777323,9.721209608675224,,52.434607448838534,9.80021544149096,,00:02:19.95,139.9528798709386,W178,background
53,52.416717150715535,9.720357928921338,,52.434359993451274,9.839656986241225,,00:02:22.59,142.59350024586197,M600,background
54,52.33615150684439,9.813106755265604,,52.43686948795162,9.803640991870697,,00:02:25.23,145.23412062078535,M600,background
55,52.43023074977684,9.664610775173665,,52.32678167526337,9.79967615074914,,00:02:27.87,147.87474099570872,M600,background
56,52.30075960754019,9.692902536384858,,52.32757609485156,9.756543248057824,,00:02:30.51,150.5153613706321,W178,background
57,52.34735632741737,9.66146712789387,,52.40190663945462,9.665611435628888,,00:02:33.15,153.15598174555547,W178,background
58,52.32471034577466,9.729431454258158,,52.39396164848827,9.8208242540765,,00:02:35.79,155.7966021204788,M600,background
59,52.37202176531629,9.729269316132925,,52.34799327705922,9.751708202521014,,00:02:38.43,158.43722249540218,W178,background
60,52.31290026451776,9.694938658323228,,52.419970748903616,9.821337169897815,,00:02:41.07,161.07784287032555,W178,background
61,52.32269087596594,9.660837724692007,,52.39295369227191,9.752386143563374,,00:02:43.71,163.71846324524893,Amzn,background
62,52.33361641961428,9.693859587080047,,52.31149214238949,9.763037287018076,,00:02:46.35,166.3590836201723,M600,background
63,52.35275395222722,9.763139252251923,,52.37470995614955,9.80487993340853,,00:02:48.99,168.99970399509567,Amzn,background
