,origin_lat,origin_lon,origin_alt,destination_lat,destination_lon,destination_alt,departure,departure_s,drone,purpose
0,52.33782018048388,9.749972187719463,,52.36923721253292,9.66682256591684,,00:00:26.40,26.4062037492337,M600,background
1,52.33116200056918,9.843742035929102,,52.3612439503875,9.712101234609088,,00:00:52.81,52.8124074984674,M600,background
2,52.33599305513155,9.744809490856813,,52.42788333429605,9.674526614795377,,00:01:19.21,79.2186112477011,M600,background
3,52.407342496829344,9.838925454662046,,52.375403179207154,9.779516516184936,,00:01:45.62,105.6248149969348,Amzn,background
4,52.326938875064656,9.73980494790667,,52.40596211634127,9.740844631765787,,00:02:12.03,132.0310187461685,M600,background
5,52.39144854324728,9.676760115077926,,52.32004217351669,9.69989739461161,,00:02:38.43,158.4372224954022,Amzn,background
6,52.43712244561263,9.689302995268692,,52.358167148126014,9.689714538317455,,00:03:04.84,184.8434262446359,M600,background
7,52.36413931733896,9.779718452036946,,52.408992262613516,9.729484798729395,,00:03:31.24,211.2496299938696,M600,background
8,52.43277994695227,9.660604664596029,,52.337603194365585,9.65077146599755,,00:03:57.65,237.6558337431033,M600,background
9,52.35543529200146,9.668488763043912,,52.364787219210804,9.768715415161333,,00:04:24.06,264.062037492337,M600,background
10,52.33246053142337,9.807007520155443,,52.32707087149105,9.72693163090801,,00:04:50.46,290.4682412415707,M600,background
11,52.43123281597254,9.841801268916164,,52.332645997141334,9.812621449841656,,00:05:16.87,316.8744449908044,Amzn,background
12,52.300293751266516,9.75738545345525,,52.33105901088103,9.81104174912053,,00:05:43.28,343.2806487400381,W178,background
13,52.34241077636722,9.782012631025006,,52.39100478936855,9.75337683802036,,00:06:09.68,369.6868524892718,M600,background
14,52.364851223915686,9.736421904750904,,52.421999889852266,9.777383115531139,,00:06:36.09,396.0930562385055,Amzn,background
15,52.419261046896814,9.757006518521717,,52.372471555692464,9.804810546704424,,00:07:02.49,422.4992599877392,W178,background
16,52.3111100091322,9.682912243257334,,52.334258788314514,9.690050818645739,,00:07:28.90,448.90546373697293,M600,background
17,52.398306302696305,9.82131232601703,,52.35549787152723,9.646672515670918,,00:07:55.31,475.3116674862066,M600,background
18,52.36006025908288,9.738195869683155,,52.313935488955316,9.828264351881678,,00:08:21.71,501.7178712354403,M600,background
19,52.32830409413532,9.648906407520306,,52.3454821202899,9.758011708142389,,00:08:48.12,528.124074984674,M600,background
20,52.38779529925421,9.766651903212926,,52.36469281333668,9.737409142034874,,00:09:14.53,554.5302787339077,M600,background
21,52.43187440455131,9.795113866905492,,52.334990480570134,9.818295926145368,,00:09:40.93,580.9364824831414,Amzn,background
22,52.38034138989008,9.696550486931123,,52.312500634133244,9.67128366259525,,00:10:07.34,607.3426862323751,M600,background
23,52.37942638177734,9.763207951105391,,52.40369655659275,9.820632699226822,,00:10:33.74,633.7488899816088,M600,background
24,52.32678036119442,9.791833862434453,,52.35890168855251,9.823290692050124,,00:11:00.15,660.1550937308425,W178,background
25,52.40978500729119,9.649013267784063,,52.33538964576335,9.669617285064964,,00:11:26.56,686.5612974800762,W178,background
26,52.36574233339608,9.756884591694018,,52.348595470923165,9.80240824646129,,00:11:52.96,712.96750122931,M600,background
27,52.381989041617395,9.728018066180477,,52.32834829894713,9.80448861856859,,00:12:19.37,739.3737049785436,W178,background
28,52.329849812361246,9.70175666113198,,52.361376662869,9.715363089770417,,00:12:45.77,765.7799087277773,M600,background
29,52.35010730236338,9.726193560464994,,52.373921414908054,9.785725885209056,,00:13:12.18,792.186112477011,M600,background
30,52.423282475578496,9.726155069637962,,52.36769806141997,9.716462706760435,,00:13:38.59,818.5923162262447,Amzn,background
31,52.40455595007626,9.843652223069906,,52.36262877792411,9.683727819620382,,00:14:04.99,844.9985199754784,Amzn,background
32,52.417521624854565,9.837209396176172,,52.37899714575148,9.752480838571042,,00:14:31.40,871.4047237247121,W178,background
33,52.424065122477714,9.654044277978967,,52.3447552833578,9.701784118394347,,00:14:57.81,897.8109274739459,W178,background
34,52.33303417212375,9.70381613763845,,52.40561138148128,9.79257752313904,,00:15:24.21,924.2171312231795,Amzn,background
35,52.38774189107173,9.670568101405497,,52.3540643628396,9.657403313221144,,00:15:50.62,950.6233349724132,W178,background
36,52.401508956204516,9.647881270223168,,52.35375525398753,9.704074368826753,,00:16:17.02,977.0295387216469,Amzn,background
37,52.352494820352874,9.818423702642912,,52.30299070659292,9.645973104359296,,00:16:43.43,1003.4357424708807,M600,background
38,52.35104238179997,9.80581146331157,,52.3826966474624,9.728177757295583,,00:17:09.84,1029.8419462201143,Amzn,background
39,52.40655580159896,9.767570068075223,,52.31433000353886,9.844153060003949,,00:17:36.24,1056.248149969348,Amzn,background
40,52.40297587522001,9.693785567105726,,52.36625096953585,9.730217520307407,,00:18:02.65,1082.6543537185817,M600,background
41,52.35607691927041,9.668680445593614,,52.43818280546368,9.656274385785645,,00:18:29.06,1109.0605574678154,M600,background
42,52.37586620257538,9.661570626476042,,52.30412434475464,9.715296234144855,,00:18:55.46,1135.4667612170492,M600,background
43,52.33059610144,9.705418584294467,,52.41280903103511,9.829940011253422,,00:19:21.87,1161.8729649662828,M600,background
44,52.32637991011538,9.68407859800622,,52.36253227812117,9.676509545981286,,00:19:48.27,1188.2791687155166,Amzn,background
45,52.37806579467276,9.730754708233084,,52.4302459273522,9.749951174029528,,00:20:14.68,1214.6853724647501,M600,background
46,52.34959460027271,9.681372201496988,,52.340072469002834,9.708535086951507,,00:20:41.09,1241.091576213984,M600,background
47,52.33524607197091,9.669939620316194,,52.434921957793875,9.675864872036183,,00:21:07.49,1267.4977799632177,M600,background
