# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
171.00000000,BACKGROUND10,BACKGROUND5,0.21444637
312.00000000,BACKGROUND16,BACKGROUND19,1.26322984
592.00000000,BACKGROUND34,BACKGROUND49,0.40308750
610.00000000,BACKGROUND30,BACKGROUND48,0.12001966
666.00000000,BACKGROUND30,BACKGROUND45,0.02158815
691.00000000,BACKGROUND46,BACKGROUND48,0.00155553
700.00000000,BACKGROUND28,BACKGROUND40,0.16154009
726.00000000,SURVEILLANCEOP0,SURVEILLANCEOP1,0.13269695
734.00000000,BACKGROUND40,BACKGROUND49,0.14775859
754.00000000,BACKGROUND45,BACKGROUND46,0.02157008
774.00000000,BACKGROUND39,BACKGROUND57,0.64071190
775.00000000,BACKGROUND39,BACKGROUND57,2.77181632
805.00000000,BACKGROUND49,BACKGROUND52,0.55164872
816.00000000,BACKGROUND48,BACKGROUND60,0.02453642
848.00000000,BACKGROUND22,BACKGROUND67,32.98778512
917.00000000,BACKGROUND53,BACKGROUND77,0.19344488
1014.00000000,BACKGROUND64,BACKGROUND78,20.87008767
1051.00000000,SURVEILLANCEOP0,SURVEILLANCEOP2,9.20031091
1074.00000000,BACKGROUND42,BACKGROUND88,23.61464173
1097.00000000,SURVEILLANCEOP0,SURVEILLANCEOP6,3.08601385
1200.00000000,BACKGROUND78,BACKGROUND90,0.64524070
1286.00000000,BACKGROUND86,BACKGROUND94,0.39619813
1306.00000000,BACKGROUND71,BACKGROUND98,0.00000399
1320.00000000,BACKGROUND104,BACKGROUND115,0.00013358
1499.00000000,BACKGROUND103,BACKGROUND129,1.83345980
1548.00000000,BACKGROUND107,BACKGROUND110,0.13242898
1557.00000000,BACKGROUND120,BACKGROUND128,0.27117050
1685.00000000,BACKGROUND125,BACKGROUND134,0.00002150
1787.00000000,BACKGROUND134,BACKGROUND143,0.00031189
