,origin_lat,origin_lon,origin_alt,destination_lat,destination_lon,destination_alt,departure,departure_s,drone,purpose,operation_id,operation_duration,planned_time_s
0,52.43255483941597,9.720791396004966,57.05107595015625,52.43243887440732,9.675269792380478,76.52620780991244,00:00:07.19,7.193645373443846,Amzn,background,,,7.193645373443846
1,52.452762277405235,9.740378187873906,69.66038648593172,52.42505070635773,9.730476187837205,83.13924792341159,00:00:14.38,14.387290746887691,Amzn,background,,,14.387290746887691
2,52.46491160356519,9.64839993760983,7.178401218640898,52.42504484751956,9.674523542982,60.99398394462286,00:00:21.58,21.580936120331536,M600,background,,,21.580936120331536
3,52.44065881073916,9.734271812831285,75.36730591505214,52.45909511426469,9.74513106490306,91.0765919715695,00:00:28.77,28.774581493775383,M600,background,,,28.774581493775383
4,52.461239530461135,9.733749724230515,5.0554719183740495,52.41733640084494,9.688043865799186,75.98489365477757,00:00:35.96,35.96822686721923,M600,background,,,35.96822686721923
5,52.43475777593532,9.687951803788469,85.69577030178024,52.45560417293449,9.715785653309146,13.16598153877268,00:00:43.16,43.16187224066307,Amzn,background,,,43.16187224066307
6,52.42900638685571,9.71817991449771,3.7014463558565383,52.44948930183286,9.744970538804115,59.776108670847776,00:00:50.35,50.35551761410692,M600,background,,,50.35551761410692
7,52.46107874232338,9.734769814270631,28.80312176454057,52.42022642182339,9.708793864585692,9.181417238371269,00:00:57.54,57.549162987550766,M600,background,,,57.549162987550766
8,52.44955295965587,9.672699859078683,41.5597333340857,52.432475494612696,9.722981067363651,40.65790442916003,00:01:04.74,64.74280836099462,M600,background,,,64.74280836099462
9,52.449985061151764,9.66188225397221,91.24196238002179,52.43842580241314,9.649514970532119,86.72891470590001,00:01:11.93,71.93645373443846,M600,background,,,71.93645373443846
10,52.443026153795685,9.677682174730762,85.0239297542864,52.464244232884646,9.715053814727312,13.342683521244062,00:01:19.13,79.1300991078823,Amzn,background,,,79.1300991078823
11,52.448927377664546,9.649456031863295,4.105501832829891,52.419166122382514,9.696598917152592,49.26568299499592,00:01:26.32,86.32374448132614,W178,background,,,86.32374448132614
12,52.43246615138492,9.69213372111863,5.481762267361418,52.414551438689074,9.660216726800734,48.584832101894655,00:01:33.51,93.51738985476999,M600,background,,,93.51738985476999
13,52.44925697871856,9.673157410431187,79.67810413425498,52.43637262601971,9.73316208075855,38.87635410278794,00:01:40.71,100.71103522821385,Amzn,background,,,100.71103522821385
14,52.44675740574816,9.665671497506686,14.011992123389511,52.44145200755732,9.727061946592144,14.239688951638648,00:01:47.90,107.90468060165769,W178,background,,,107.90468060165769
15,52.43147332536207,9.690898705426532,48.8029332289674,52.45320428864468,9.70796234893547,30.329244150788305,00:01:55.09,115.09832597510153,M600,background,,,115.09832597510153
16,52.431954155227174,9.730909065489843,7.722351289672192,52.416878022190595,9.710453616704243,87.65131335919112,00:02:02.29,122.29197134854537,W178,background,,,122.29197134854537
17,52.42137049579901,9.719266626730585,51.65135357236591,52.43294281822633,9.660168671255716,66.1772293466159,00:02:09.48,129.48561672198923,W178,background,,,129.48561672198923
18,52.43215087374191,9.677563010615193,20.78379262584121,52.42631020509863,9.724233904537485,5.5501843243509095,00:02:16.67,136.67926209543307,M600,background,,,136.67926209543307
19,52.46211278566662,9.715293649086762,10.478692075974083,52.45559041379659,9.670344190990063,57.8572508114533,00:02:23.87,143.87290746887692,M600,background,,,143.87290746887692
20,52.45520806671431,9.639309651964288,56.31516076421307,52.430443172794085,9.662708914299063,49.67761211105858,00:02:31.06,151.06655284232076,M600,background,,,151.06655284232076
21,52.41983683746536,9.736627241619999,75.75831369948989,52.45686258205163,9.730639809051569,58.99737120362565,00:02:38.26,158.2601982157646,M600,background,,,158.2601982157646
22,52.415592283432346,9.670674222294233,6.170348842342328,52.460683451422376,9.705374089402794,0.6572547494473198,00:02:45.45,165.45384358920845,Amzn,background,,,165.45384358920845
23,52.44999813908049,9.704074891994326,67.30105264146442,52.43058362430731,9.724284353392312,60.62703083876014,00:02:52.64,172.6474889626523,M600,background,,,172.6474889626523
24,52.424524393692856,9.730530342500838,54.28990680024458,52.43254077447988,9.679735779565384,58.75250663891317,00:02:59.84,179.84113433609613,W178,background,,,179.84113433609613
25,52.42377961033309,9.701084670697542,21.522857918132342,52.437324313412915,9.744772225496463,24.76852113797209,00:03:07.03,187.03477970953998,M600,background,,,187.03477970953998
26,52.45981621181622,9.647393376216625,21.558333828484102,52.4467574864358,9.65825759381058,90.57434210978415,00:03:14.22,194.22842508298385,Amzn,background,,,194.22842508298385
27,52.44582617671849,9.67803711239521,82.57247472740103,52.461764797880946,9.693458670750427,67.3874306032506,00:03:21.42,201.4220704564277,M600,background,,,201.4220704564277
28,52.43684631288516,9.700334361384792,4.508075415405978,52.46320948200173,9.678453587930482,26.23241165666279,00:03:28.61,208.61571582987153,Amzn,background,,,208.61571582987153
29,52.42696748749999,9.741187635369178,83.23682084567804,52.421888821229224,9.687084055440542,39.106960505473744,00:03:35.80,215.80936120331538,W178,background,,,215.80936120331538
30,52.44749003968385,9.730633991539703,2.7057171311668986,52.43297893794395,9.698028853206623,31.18267851124921,00:03:43.00,223.00300657675922,Amzn,background,,,223.00300657675922
31,52.42423753380956,9.659160743469913,1.3714423830324947,52.43734749570915,9.670927830736366,48.7669797148734,00:03:50.19,230.19665195020306,W178,background,,,230.19665195020306
32,52.415286028425086,9.68001980556268,15.73961307558016,52.41653949687742,9.727960723761365,64.01622804020069,00:03:57.39,237.3902973236469,M600,background,,,237.3902973236469
33,52.45525922150752,9.699594757623462,14.241209217057161,52.45257360667151,9.638878288188907,73.16881108140251,00:04:04.58,244.58394269709075,W178,background,,,244.58394269709075
34,52.41228813423672,9.717447409892342,51.258914314084585,52.4280867279726,9.652703360882702,12.732204385113686,00:04:11.77,251.7775880705346,M600,background,,,251.7775880705346
35,52.439904203731224,9.696447780935816,78.26515833490947,52.430116893482925,9.639060805299646,82.32340207677824,00:04:18.97,258.97123344397846,Amzn,background,,,258.97123344397846
36,52.465860582194715,9.679807015635546,30.20720224564942,52.42453431705168,9.686635679926137,20.497156564563127,00:04:26.16,266.1648788174223,M600,background,,,266.1648788174223
37,52.449272644559,9.74154502839113,65.11833498729892,52.42336628440209,9.715999240560134,31.309996860291285,00:04:33.35,273.35852419086615,M600,background,,,273.35852419086615
38,52.423628850492804,9.717980324020335,20.23895665757367,52.43100727004633,9.688992093618726,56.889819463554986,00:04:40.55,280.55216956430996,W178,background,,,280.55216956430996
39,52.42024177767987,9.656378492982387,19.50998739814349,52.44308925354762,9.706285759000536,36.804034721528446,00:04:47.74,287.74581493775383,M600,background,,,287.74581493775383
40,52.45981989814696,9.6606088407946,69.2773350294228,52.44132457914385,9.724727596516406,35.22981431750877,00:04:54.93,294.93946031119765,Amzn,background,,,294.93946031119765
41,52.42118498637695,9.652211705128739,45.74011116360907,52.45432608643289,9.683050642656541,67.76746738757157,00:05:02.13,302.1331056846415,M600,background,,,302.1331056846415
42,52.4647920750667,9.70003337981057,46.71607889225255,52.419798268714096,9.712813012498813,15.077914978948904,00:05:09.32,309.3267510580854,W178,background,,,309.3267510580854
43,52.417545040174176,9.702383413032027,6.191662268722411,52.42489902580375,9.715052632466712,22.315105347487663,00:05:16.52,316.5203964315292,M600,background,,,316.5203964315292
44,52.44856210275751,9.697121282295031,21.444041332534663,52.45588972032452,9.726524556161829,47.306931295472516,00:05:23.71,323.7140418049731,M600,background,,,323.7140418049731
45,52.42888348975191,9.730540272977512,13.798139210310914,52.45008215186256,9.74081215604603,2.425493716917228,00:05:30.90,330.9076871784169,M600,background,,,330.9076871784169
46,52.42680021467456,9.717536905185982,19.71546133984421,52.45797335463227,9.695768131570093,49.73399581013456,00:05:38.10,338.10133255186076,Amzn,background,,,338.10133255186076
47,52.434938854274655,9.662423919453165,39.81398874698216,52.43212017925655,9.689382406285356,51.28710113109479,00:05:45.29,345.2949779253046,Amzn,background,,,345.2949779253046
48,52.46071755296805,9.73708760871449,75.74026099463197,52.43671593447518,9.672851623758394,58.34658010444682,00:05:52.48,352.48862329874845,W178,background,,,352.48862329874845
49,52.43454416702998,9.743547413207432,57.294936993829964,52.433768027061035,9.720737633675393,46.2194912077574,00:05:59.68,359.68226867219227,M600,background,,,359.68226867219227
50,52.451704995957954,9.708718189560846,3.605672273392204,52.456459310679115,9.675207273047237,32.94456032341936,00:06:06.87,366.87591404563614,M600,background,,,366.87591404563614
51,52.4220068987961,9.716055159262023,17.127121843582515,52.45062527966953,9.714567732036647,53.77848807327392,00:06:14.06,374.06955941907995,M600,background,,,374.06955941907995
52,52.465470104405185,9.733417138983107,18.488453358184895,52.437635048946326,9.721423445105918,42.83294084737594,00:06:21.26,381.2632047925238,M600,background,,,381.2632047925238
53,52.439818753970336,9.6940684501289,19.441753675851967,52.414691853408755,9.71309702021729,26.63847316118405,00:06:28.45,388.4568501659677,M600,background,,,388.4568501659677
54,52.4438265307925,9.704252114758573,23.741659348911455,52.443019032161324,9.676281744919455,10.769959172299473,00:06:35.65,395.6504955394115,W178,background,,,395.6504955394115
55,52.430343317739535,9.688495915421356,68.85850575142999,52.427395417061895,9.67104817715598,63.042435507570154,00:06:42.84,402.8441409128554,W178,background,,,402.8441409128554
