# CLOSEST POINT OF APPROACH LOG
# Shortest distance between 2 UAS during their conflict
# 
# Simulation Time [s], UAS1, UAS2, Distance [m]
# simt
186.00000000,BACKGROUND13,BACKGROUND5,28.39526458
195.00000000,BACKGROUND7,BACKGROUND8,15.69395169
237.00000000,BACKGROUND15,SURVEILLANCE_LUFTHANSA,227.35269710
246.00000000,SURVEILLANCEOP1,SURVEILLANCE_LUFTHANSA,435.12351207
253.00000000,BACKGROUND26,SURVEILLANCE_LUFTHANSA,333.91086330
333.00000000,BACKGROUND44,SURVEILLANCE_EUROWINGS,453.39569827
482.00000000,BACKGROUND28,BACKGROUND39,2.38543112
599.00000000,SURVEILLANCEOP3,SURVEILLANCE_HELICOPTER,101.22848222
704.00000000,BACKGROUND46,BACKGROUND68,0.48785019
705.00000000,BACKGROUND73,BACKGROUND86,1.08587999
801.00000000,BACKGROUND61,BACKGROUND64,10.06267457
828.00000000,BACKGROUND103,BACKGROUND85,0.97181406
1106.00000000,BACKGROUND114,BACKGROUND136,20.66698301
1146.00000000,BACKGROUND109,BACKGROUND142,14.42224805
1201.00000000,BACKGROUND112,BACKGROUND137,33.84731064
1353.00000000,BACKGROUND158,BACKGROUND170,9.39725244
1432.00000000,BACKGROUND117,BACKGROUND183,8.29004759
1495.00000000,BACKGROUND149,BACKGROUND189,23.55678341
1622.00000000,BACKGROUND202,BACKGROUND211,3.17541104
1699.00000000,BACKGROUND205,BACKGROUND226,13.70691837
1712.00000000,BACKGROUND206,BACKGROUND212,6.52760120
1744.00000000,BACKGROUND218,BACKGROUND222,23.75267352
1747.00000000,BACKGROUND202,BACKGROUND221,35.73147031
1765.00000000,BACKGROUND175,BACKGROUND227,0.19674097
