,origin_lat,origin_lon,origin_alt,destination_lat,destination_lon,destination_alt,departure,departure_s,drone,purpose,operation_id,operation_duration,planned_time_s
0,52.44893,9.72996,5,52.45044,9.71846,50,00:10:00,600,M600,surveillance,op1,600,0
1,52.43906,9.69446,5,52.44066,9.68234,50,00:10:00,600,M600,surveillance,op2,450,0
2,52.42035,9.65075,51,52.44252,9.67161,50,00:10:00,600,M600,surveillance,op3,330,0
3,52.42035,9.65075,51,52.43126,9.67879,50,00:11:00,660,M600,surveillance,op4,240,60
4,52.43218,9.68395,5,52.43572,9.68334,50,00:14:15,855,W178,surveillance,op5,660,255
0,52.46171235222197,9.699786183938974,,52.43861350129311,9.64649257832426,,00:15:23.74,923.741403872752,M600,background,,,23.74140387275197
1,52.44027025886912,9.741469428924033,,52.420235078365586,9.708472585731936,,00:15:47.48,947.4828077455039,M600,background,,,47.48280774550394
2,52.42099651449936,9.70258294153883,,52.43911616434343,9.66834163605273,,00:16:11.22,971.2242116182559,W178,background,,,71.22421161825591
3,52.462520739018146,9.674655968875419,,52.4437963813736,9.642474543637697,,00:16:34.96,994.9656154910078,Amzn,background,,,94.96561549100788
4,52.424872680919236,9.720972895926774,,52.425256202045624,9.68154710619414,,00:16:58.70,1018.7070193637599,M600,background,,,118.70701936375985
5,52.42981601249428,9.674471381232017,,52.451866739519055,9.659634218412018,,00:17:22.44,1042.4484232365119,W178,background,,,142.44842323651181
6,52.45450033917066,9.716113457927385,,52.457968428703836,9.64881424840086,,00:17:46.18,1066.189827109264,M600,background,,,166.1898271092638
7,52.45753950264171,9.64863982921464,,52.46083779969946,9.676098404899383,,00:18:09.93,1089.9312309820157,M600,background,,,189.93123098201576
8,52.45223877359414,9.700878521843212,,52.43339849008175,9.684674798314617,,00:18:33.67,1113.6726348547677,Amzn,background,,,213.67263485476772
9,52.42623566585786,9.638395031033465,,52.43034993255539,9.712807838283542,,00:18:57.41,1137.4140387275197,M600,background,,,237.4140387275197
10,52.42593638383704,9.64712475127433,,52.466108432406834,9.668352997154189,,00:19:21.15,1161.1554426002717,M600,background,,,261.15544260027167
11,52.41822671487557,9.721336412016722,,52.44206773378262,9.67993361891266,,00:19:44.89,1184.8968464730237,M600,background,,,284.89684647302363
12,52.42369130009887,9.712154658504147,,52.439192277348205,9.672747939808804,,00:20:08.63,1208.6382503457755,M600,background,,,308.6382503457756
13,52.41741207757286,9.742423759510235,,52.463469876217474,9.652995973330476,,00:20:32.37,1232.3796542185275,Amzn,background,,,332.3796542185276
14,52.439715031030445,9.64651819003371,,52.45635316970715,9.745032309680965,,00:20:56.12,1256.1210580912796,M600,background,,,356.12105809127956
15,52.440143071936255,9.683339529114864,,52.44385864232093,9.730368791946455,,00:21:19.86,1279.8624619640316,M600,background,,,379.8624619640315
16,52.463336475658544,9.694340246589002,,52.45353892634399,9.744090619674928,,00:21:43.60,1303.6038658367834,Amzn,background,,,403.6038658367835
17,52.4155124728101,9.645172875031166,,52.44830936940295,9.738408902183066,,00:22:07.34,1327.3452697095354,M600,background,,,427.34526970953544
18,52.43973791909113,9.639578355292956,,52.429114575804114,9.737133360769665,,00:22:31.08,1351.0866735822874,M600,background,,,451.08667358228746
